i,address,end,name_i,newlines,name,string
108,0x10ed2a,0x10edf6,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Good morning
<player>. I had a
strange dream
last night…
A pelican… No,
a stork was
flying toward
me, but I woke
up right then.
What do you
think? It might
be telling me
about our baby?!
"
109,0x10edf6,0x10eea3,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Good morning
<player>. Ah…please
listen to me
calmly. I… may
become a mommy.
I'm pregnant!
I can't work
for two months
…so, you will
be busy…Good
luck DADDY!
"
110,0x10eea3,0x10eeb2,1,"[""<waita>@""]",,What is it?
111,0x10eeb2,0x10eed7,1,"[""\\n"", ""<waita>@""]",,"I'm getting used
to a farm life."
112,0x10eed7,0x10eef2,1,"[""\\n"", ""<waita>@""]",,"Umm…I'm kind
of bored…"
113,0x10eef2,0x10ef10,1,"[""\\n"", ""<waita>@""]",,"Let's work
hard together."
114,0x10ef10,0x10ef2c,1,"[""\\n"", ""<waita>@""]",,"What? Ah, what
is it <player>?"
115,0x10ef2c,0x10ef49,1,"[""\\n"", ""<waita>@""]",,"I guess we live
together…"
116,0x10ef49,0x10ef76,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Did Mom feel
this way about
Dad…hmmm?
"
117,0x10ef76,0x10efa4,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"I have to make
Dad's dream come
true!
"
118,0x10efa4,0x10efca,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",,"I am so happy
Darling!
Hee hee!"
119,0x10efca,0x10efd3,1,"[""<waita>@""]",,What?
120,0x10efd3,0x10efee,1,"[""\\n"", ""<waita>@""]",,"I wonder about
my farm…"
121,0x10efee,0x10f00f,1,"[""\\n"", ""<waita>@""]",,"I'm getting used
to it here."
122,0x10f00f,0x10f02f,1,"[""\\n"", ""<waita>@""]",,"Do you like
living here now?"
123,0x10f02f,0x10f04f,1,"[""\\n"", ""<waita>@""]",,"Oh, sorry…What
did you say?"
124,0x10f04f,0x10f06d,1,"[""\\n"", ""<waita>@""]",,"…I guess we
live together…"
125,0x10f06d,0x10f089,,"[""\\n"", ""<waita>@""]",,"This feeling…
What is it…?"
126,0x10f089,0x10f0c8,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"I'm happy that
I can help you
with what you
want to do…"
127,0x10f0c8,0x10f0fa,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"I see you everyー
day, but I feel
strange…
"
128,0x10f0fa,0x10f110,1,"[""<waita>@""]",,<name>1Leave me alone!!
